episode,timestep,reward,length,score,pg_loss,v_loss
8520,2647754,3.90,50,0,-0.0006,4.2654
8521,2647876,12.90,122,2,-0.0006,4.2654
8522,2648094,25.20,218,5,-0.0021,3.4987
8523,2648261,18.30,167,3,-0.0021,3.4987
8524,2648428,18.30,167,3,-0.0021,3.4987
8525,2648663,26.90,235,5,-0.0021,3.4987
8526,2648898,26.90,235,5,-0.0021,3.4987
8527,2649672,93.40,774,19,-0.0021,3.4987
8528,2649953,32.40,281,6,-0.0021,3.4987
8529,2650003,3.90,50,0,-0.0021,3.4987
8530,2650351,40.90,348,8,-0.0023,2.6173
8531,2650401,3.90,50,0,-0.0023,2.6173
8532,2650537,15.20,136,3,-0.0023,2.6173
8533,2651004,55.50,467,11,-0.0023,2.6173
8534,2651054,3.90,50,0,-0.0023,2.6173
8535,2651186,13.90,132,2,-0.0023,2.6173
8536,2651504,37.00,318,7,-0.0023,2.6173
8537,2651554,3.90,50,0,-0.0023,2.6173
8538,2651660,11.30,106,2,-0.0023,2.6173
8539,2652391,88.20,731,18,-0.0012,2.9686
8540,2653162,93.10,771,19,-0.0012,2.9686
8541,2653564,48.10,402,10,-0.0012,2.9686
8542,2654348,95.30,784,20,-0.0022,1.0600
8543,2655036,83.00,688,17,-0.0022,1.0600
8544,2655142,11.30,106,2,-0.0022,1.0600
8545,2655307,18.10,165,3,-0.0022,1.0600
8546,2657673,291.30,2366,62,-0.0025,1.4029
8547,2657723,3.90,50,0,-0.0025,1.4029
8548,2658375,78.50,652,16,0.0011,0.9706
8549,2658465,8.80,90,1,0.0011,0.9706
8550,2658672,23.20,207,4,0.0011,0.9706
8551,2659003,39.20,331,8,0.0011,0.9706
8552,2660071,130.00,1068,27,0.0011,0.9706
8553,2660287,25.00,216,5,0.0011,0.9706
8554,2660357,6.80,70,1,-0.0033,1.9375
8555,2660705,40.90,348,8,-0.0033,1.9375
8556,2661110,48.40,405,10,-0.0033,1.9375
8557,2661499,45.90,389,9,-0.0033,1.9375
8558,2662170,81.30,671,17,-0.0033,1.9375
8559,2664459,281.80,2289,60,0.0073,0.1224
8560,2664509,3.90,50,0,0.0073,0.1224
8561,2664603,9.20,94,1,0.0073,0.1224
8562,2664668,6.30,65,1,0.0073,0.1224
8563,2664773,11.20,105,2,0.0073,0.1224
8564,2664879,11.30,106,2,0.0073,0.1224
8565,2665020,15.70,141,3,0.0073,0.1224
8566,2665085,6.30,65,1,0.0073,0.1224
8567,2665150,6.30,65,1,0.0073,0.1224
8568,2665255,11.20,105,2,0.0073,0.1224
8569,2665317,6.00,62,1,0.0073,0.1224
8570,2665383,6.40,66,1,0.0073,0.1224
8571,2665449,6.40,66,1,0.0073,0.1224
8572,2665552,11.00,103,2,0.0073,0.1224
8573,2665674,12.90,122,2,0.0073,0.1224
8574,2665803,13.60,129,2,0.0073,0.1224
8575,2665908,11.20,105,2,0.0073,0.1224
8576,2666076,18.40,168,3,0.0073,0.1224
8577,2666145,6.70,69,1,0.0073,0.1224
8578,2666325,20.50,180,4,0.0073,0.1224
8579,2666427,10.90,102,2,0.0073,0.1224
8580,2666492,6.30,65,1,0.0073,0.1224
8581,2666594,10.90,102,2,-0.0019,4.3677
8582,2666682,8.60,88,1,-0.0019,4.3677
8583,2666748,6.40,66,1,-0.0019,4.3677
8584,2666810,6.00,62,1,-0.0019,4.3677
8585,2667009,22.40,199,4,-0.0019,4.3677
8586,2667150,15.70,141,3,-0.0019,4.3677
8587,2667215,6.30,65,1,-0.0019,4.3677
8588,2667354,15.50,139,3,-0.0019,4.3677
8589,2667607,29.60,253,6,-0.0019,4.3677
8590,2667749,15.80,142,3,-0.0019,4.3677
8591,2667799,3.90,50,0,-0.0019,4.3677
8592,2667904,11.20,105,2,-0.0019,4.3677
8593,2668084,20.50,180,4,-0.0019,4.3677
8594,2668263,20.40,179,4,-0.0019,4.3677
8595,2668630,43.70,367,9,-0.0045,2.9106
8596,2668920,34.20,290,7,-0.0045,2.9106
8597,2669422,59.90,502,12,-0.0045,2.9106
8598,2669563,15.70,141,3,-0.0045,2.9106
8599,2669668,11.20,105,2,-0.0045,2.9106
8600,2669738,6.80,70,1,-0.0045,2.9106
8601,2670321,69.80,583,14,-0.0045,2.9106
8602,2670539,25.20,218,5,-0.0045,2.9106
8603,2671199,79.30,660,16,0.0020,2.7710
8604,2671530,39.20,331,8,0.0020,2.7710
8605,2671824,34.60,294,7,0.0020,2.7710
8606,2672120,34.80,296,7,0.0020,2.7710
8607,2672224,11.10,104,2,0.0020,2.7710
8608,2672324,10.70,100,2,0.0020,2.7710
8609,2672540,25.00,216,5,0.0020,2.7710
8610,2673662,137.20,1122,29,-0.0026,1.9584
8611,2673989,38.80,327,8,-0.0026,1.9584
8612,2674624,76.80,635,16,-0.0026,1.9584
8613,2674674,3.90,50,0,-0.0026,1.9584
8614,2674796,12.90,122,2,-0.0013,1.4266
8615,2674978,20.70,182,4,-0.0013,1.4266
8616,2675535,67.20,557,14,-0.0013,1.4266
8617,2675754,25.30,219,5,-0.0013,1.4266
8618,2676225,55.90,471,11,-0.0013,1.4266
8619,2676573,40.90,348,8,-0.0013,1.4266
8620,2677053,57.70,480,12,0.0007,1.4711
8621,2678644,194.90,1591,41,0.0007,1.4711
8622,2680857,272.40,2213,58,0.0042,0.0608
8623,2680907,3.90,50,0,0.0042,0.0608
8624,2681866,116.40,959,24,0.0042,0.0608
8625,2685343,428.50,3477,91,0.0004,0.0850
8626,2685580,27.10,237,5,0.0004,0.0850
8627,2685649,6.70,69,1,0.0004,0.0850
8628,2688883,398.80,3234,85,-0.0036,1.1583
8629,2691268,293.20,2385,62,0.0010,0.0427
8630,2691326,4.70,58,0,0.0010,0.0427
8631,2691654,38.90,328,8,0.0010,0.0427
8632,2692870,148.40,1216,31,0.0010,0.0427
8633,2695632,339.90,2762,72,0.0022,0.0814
8634,2695719,8.50,87,1,0.0022,0.0814
8635,2696673,115.90,954,24,0.0022,0.0814
8636,2697450,94.60,777,20,-0.0019,1.3932
8637,2699268,223.00,1818,47,0.0008,0.4774
8638,2700278,123.30,1010,26,0.0008,0.4774
8639,2701494,148.40,1216,31,-0.0024,0.7188
8640,2701729,26.90,235,5,-0.0024,0.7188
8641,2705451,459.30,3722,98,0.0025,0.0326
8642,2706218,92.70,767,19,0.0025,0.0326
8643,2711635,669.30,5417,143,0.0034,0.0141
8644,2711687,4.10,52,0,0.0034,0.0141
8645,2711791,11.10,104,2,0.0034,0.0141
8646,2712009,25.20,218,5,0.0034,0.0141
8647,2712079,6.80,70,1,0.0034,0.0141
8648,2712132,4.20,53,0,0.0034,0.0141
8649,2712186,4.30,54,0,0.0034,0.0141
8650,2712240,4.30,54,0,0.0034,0.0141
8651,2712488,29.10,248,6,0.0034,0.0141
8652,2713644,141.50,1156,30,-0.0071,3.7546
8653,2715352,209.30,1708,44,-0.0071,3.7546
8654,2719093,461.20,3741,98,-0.0010,0.0438
8655,2720554,179.20,1461,38,-0.0013,0.5506
8656,2720604,3.90,50,0,-0.0013,0.5506
8657,2723551,362.90,2947,77,-0.0025,0.9630
8658,2726050,307.30,2499,65,0.0022,0.0313
8659,2726797,90.70,747,19,0.0022,0.0313
8660,2727128,39.20,331,8,0.0022,0.0313
8661,2727233,11.20,105,2,0.0022,0.0313
8662,2727752,62.50,519,13,0.0022,0.0313
8663,2727971,25.30,219,5,-0.0058,1.8381
8664,2729052,132.20,1081,28,-0.0058,1.8381
8665,2729410,41.90,358,8,-0.0058,1.8381
8666,2729687,32.00,277,6,-0.0058,1.8381
8667,2730132,53.30,445,11,-0.0023,2.2367
8668,2730521,45.90,389,9,-0.0023,2.2367
8669,2730929,48.70,408,10,-0.0023,2.2367
8670,2731705,93.60,776,20,-0.0023,2.2367
8671,2732114,48.80,409,10,-0.0010,1.6409
8672,2732636,62.80,522,13,-0.0010,1.6409
8673,2732807,18.70,171,3,-0.0010,1.6409
8674,2734796,244.60,1989,52,0.0010,1.4424
8675,2735109,36.50,313,7,0.0010,1.4424
8676,2736796,207.20,1687,44,-0.0006,0.9950
8677,2737236,52.80,440,11,-0.0006,0.9950
8678,2737341,11.20,105,2,-0.0006,0.9950
8679,2737393,4.10,52,0,-0.0006,0.9950
8680,2737724,39.20,331,8,-0.0006,0.9950
8681,2738091,43.70,367,9,-0.0006,0.9950
8682,2739630,188.80,1539,40,-0.0058,1.8934
8683,2740290,79.30,660,16,0.0028,0.6696
8684,2740876,70.10,586,15,0.0028,0.6696
8685,2742338,179.30,1462,38,-0.0005,1.2805
8686,2743078,89.10,740,19,-0.0005,1.2805
8687,2747006,484.40,3928,103,0.0022,0.0446
8688,2750595,442.40,3589,94,0.0025,0.0328
8689,2753090,306.90,2495,65,-0.0014,0.6652
8690,2756376,404.90,3286,86,-0.0022,0.6715
8691,2756547,18.70,171,3,-0.0022,0.6715
8692,2758215,204.40,1668,43,-0.0023,0.8670
8693,2759750,188.40,1535,40,-0.0011,0.6665
8694,2759836,8.40,86,1,-0.0011,0.6665
8695,2761052,148.40,1216,31,-0.0004,0.6400
8696,2761174,12.90,122,2,-0.0004,0.6400
8697,2764689,433.20,3515,92,-0.0040,0.3048
8698,2764775,8.40,86,1,-0.0040,0.3048
8699,2766336,191.00,1561,40,-0.0008,0.6751
8700,2766422,8.40,86,1,-0.0008,0.6751
8701,2768054,199.90,1632,42,0.0006,0.4805
8702,2768630,69.10,576,14,0.0006,0.4805
8703,2771886,401.00,3256,85,0.0027,0.0609
8704,2771972,8.40,86,1,0.0027,0.0609
8705,2774884,358.50,2912,76,0.0009,0.5492
8706,2775273,45.90,389,9,0.0003,0.7132
8707,2776454,144.00,1181,30,0.0003,0.7132
8708,2778122,204.40,1668,43,-0.0016,0.9580
8709,2779607,181.60,1485,38,-0.0018,0.4231
8710,2781507,233.00,1900,49,-0.0007,0.6048
8711,2787320,717.90,5813,153,0.0028,0.0251
8712,2788430,135.10,1110,28,-0.0013,0.1819
8713,2790142,209.70,1712,44,-0.0009,0.5749
8714,2790239,9.50,97,2,-0.0009,0.5749
8715,2792212,242.10,1973,51,-0.0012,0.6449
8716,2793673,179.20,1461,38,0.0006,0.7346
8717,2794107,51.30,434,10,0.0006,0.7346
8718,2795965,227.90,1858,48,0.0004,0.7961
8719,2796480,62.10,515,13,0.0004,0.7961
8720,2797526,127.80,1046,27,0.0004,0.7961
8721,2797856,39.10,330,8,0.0011,1.6100
8722,2798265,48.80,409,10,0.0011,1.6100
8723,2798561,34.80,296,7,0.0011,1.6100
8724,2799599,126.10,1038,27,0.0011,1.6100
8725,2800833,151.10,1234,32,-0.0011,2.0457
8726,2802085,152.90,1252,32,-0.0012,0.4771
8727,2802546,54.90,461,11,-0.0012,0.4771
8728,2802668,12.90,122,2,-0.0012,0.4771
8729,2802718,3.90,50,0,-0.0012,0.4771
8730,2802917,22.40,199,4,-0.0012,0.4771
8731,2803758,101.90,841,21,-0.0017,2.3161
8732,2804332,68.90,574,14,-0.0017,2.3161
8733,2808242,482.60,3910,103,0.0011,0.0427
8734,2808477,26.90,235,5,0.0011,0.0427
8735,2810371,232.40,1894,49,-0.0016,0.7454
8736,2811101,88.10,730,18,-0.0016,0.7454
8737,2811265,18.00,164,3,-0.0016,0.7454
8738,2811581,36.80,316,7,-0.0016,0.7454
8739,2813511,236.90,1930,50,0.0011,2.2298
8740,2814259,90.80,748,19,-0.0001,0.6624
8741,2814740,57.80,481,12,-0.0001,0.6624
8742,2816259,185.90,1519,39,-0.0006,1.0274
8743,2816737,57.50,478,12,-0.0006,1.0274
8744,2818780,250.90,2043,53,-0.0009,1.0089
8745,2820339,190.80,1559,40,-0.0006,0.1224
8746,2820389,3.90,50,0,-0.0006,0.1224
8747,2820701,36.40,312,7,-0.0006,0.1224
8748,2822066,166.90,1365,35,-0.0006,0.1224
8749,2822154,8.60,88,1,-0.0001,1.8063
8750,2822770,74.00,616,15,-0.0001,1.8063
8751,2823231,54.90,461,11,-0.0001,1.8063
8752,2823471,27.40,240,5,-0.0001,1.8063
8753,2823557,8.40,86,1,-0.0001,1.8063
8754,2823878,37.30,321,7,-0.0001,1.8063
8755,2824209,39.20,331,8,-0.0030,2.3496
8756,2824521,36.40,312,7,-0.0030,2.3496
8757,2825381,104.70,860,22,-0.0030,2.3496
8758,2825544,17.90,163,3,-0.0030,2.3496
8759,2826005,54.90,461,11,-0.0030,2.3496
8760,2826472,55.50,467,11,0.0027,1.9466
8761,2826710,27.20,238,5,0.0027,1.9466
8762,2827058,40.90,348,8,0.0027,1.9466
8763,2827955,109.30,897,23,0.0027,1.9466
8764,2828118,17.90,163,3,0.0027,1.9466
8765,2828753,76.80,635,16,0.0006,2.1738
8766,2829933,143.90,1180,30,0.0006,2.1738
8767,2830511,69.30,578,14,0.0025,0.8443
8768,2831239,87.90,728,18,0.0025,0.8443
8769,2833040,221.30,1801,47,0.0025,0.7836
8770,2833439,46.90,399,9,0.0025,0.7836
8771,2834239,96.90,800,20,0.0025,0.7836
8772,2834756,62.30,517,13,-0.0004,1.0533
8773,2835520,92.40,764,19,-0.0004,1.0533
8774,2836060,64.60,540,13,-0.0004,1.0533
8775,2837145,132.60,1085,28,-0.0015,1.0921
8776,2838591,176.80,1446,37,0.0011,0.6365
8777,2838681,8.80,90,1,0.0011,0.6365
8778,2838767,8.40,86,1,0.0011,0.6365
8779,2839757,120.40,990,25,0.0011,0.6365
8780,2840074,36.90,317,7,0.0011,0.6365
8781,2840406,39.30,332,8,0.0011,0.6365
8782,2840492,8.40,86,1,0.0011,0.6365
8783,2842499,246.40,2007,52,-0.0017,2.4314
8784,2843395,109.20,896,23,0.0004,0.5452
8785,2843558,17.90,163,3,0.0004,0.5452
8786,2847921,538.70,4363,115,0.0027,0.0240
8787,2848043,12.90,122,2,0.0027,0.0240
8788,2850808,340.20,2765,72,-0.0008,0.6772
8789,2854417,445.30,3609,95,0.0013,0.0422
8790,2856969,314.40,2552,67,0.0024,0.0303
8791,2859510,312.40,2541,66,-0.0009,0.2724
8792,2861008,183.80,1498,39,-0.0009,0.2724
8793,2862564,190.50,1556,40,-0.0001,1.2530
8794,2863234,81.20,670,17,-0.0006,0.3637
8795,2865471,274.80,2237,58,0.0002,0.6416
8796,2867627,264.90,2156,56,-0.0017,0.5108
8797,2867713,8.40,86,1,-0.0017,0.5108
8798,2871266,437.90,3553,93,-0.0022,0.8160
8799,2874326,376.90,3060,80,0.0018,0.0250
8800,2874944,74.20,618,15,0.0018,0.0250
8801,2876160,148.40,1216,31,-0.0004,0.7772
8802,2879975,470.40,3815,100,0.0018,0.0205
8803,2883715,461.10,3740,98,0.0011,0.0170
8804,2884218,60.00,503,12,0.0011,0.0170
8805,2884268,3.90,50,0,0.0011,0.0170
8806,2884472,22.90,204,4,0.0011,0.0170
8807,2884748,31.90,276,6,0.0011,0.0170
8808,2886156,172.10,1408,36,-0.0025,2.2763
8809,2886207,4.00,51,0,-0.0025,2.2763
8810,2886329,12.90,122,2,-0.0025,2.2763
8811,2886608,32.20,279,6,-0.0025,2.2763
8812,2886959,41.20,351,8,-0.0025,2.2763
8813,2887012,4.20,53,0,-0.0025,2.2763
8814,2888490,180.90,1478,38,-0.0054,2.4916
8815,2889350,104.70,860,22,-0.0054,2.4916
8816,2891849,307.30,2499,65,0.0091,0.0185
8817,2891937,8.60,88,1,0.0091,0.0185
8818,2892398,54.90,461,11,0.0091,0.0185
8819,2893128,88.10,730,18,0.0091,0.0185
8820,2893216,8.60,88,1,0.0091,0.0185
8821,2893307,8.90,91,1,0.0091,0.0185
8822,2893357,3.90,50,0,0.0091,0.0185
8823,2893520,17.90,163,3,0.0091,0.0185
8824,2893610,8.80,90,1,0.0091,0.0185
8825,2893958,40.90,348,8,-0.0031,3.6912
8826,2894046,8.60,88,1,-0.0031,3.6912
8827,2894134,8.60,88,1,-0.0031,3.6912
8828,2894336,22.70,202,4,-0.0031,3.6912
8829,2895440,134.50,1104,28,-0.0031,3.6912
8830,2895644,22.90,204,4,-0.0031,3.6912
8831,2895735,8.90,91,1,-0.0031,3.6912
8832,2896538,97.20,803,20,-0.0045,2.7758
8833,2898924,293.30,2386,62,-0.0014,0.5204
8834,2899316,46.20,392,9,-0.0014,0.5204
8835,2899515,22.40,199,4,-0.0014,0.5204
8836,2899678,17.90,163,3,-0.0014,0.5204
8837,2899841,17.90,163,3,-0.0014,0.5204
8838,2900189,40.90,348,8,-0.0003,2.3016
8839,2900316,13.40,127,2,-0.0003,2.3016
8840,2900518,22.70,202,4,-0.0003,2.3016
8841,2900568,3.90,50,0,-0.0003,2.3016
8842,2901106,64.40,538,13,-0.0003,2.3016
8843,2901311,23.00,205,4,-0.0003,2.3016
8844,2901477,18.20,166,3,-0.0003,2.3016
8845,2903306,224.10,1829,48,-0.0051,2.4677
8846,2903541,26.90,235,5,-0.0051,2.4677
8847,2903747,23.10,206,4,-0.0051,2.4677
8848,2905040,157.90,1293,33,-0.0016,1.4940
8849,2905090,3.90,50,0,-0.0016,1.4940
8850,2905440,41.10,350,8,-0.0016,1.4940
8851,2905639,22.40,199,4,-0.0016,1.4940
8852,2906326,82.90,687,17,-0.0034,1.4163
8853,2906378,4.10,52,0,-0.0034,1.4163
8854,2906467,8.70,89,1,-0.0034,1.4163
8855,2907392,112.10,925,24,-0.0034,1.4163
8856,2907442,3.90,50,0,-0.0034,1.4163
8857,2907754,36.40,312,7,-0.0034,1.4163
8858,2909690,237.50,1936,50,-0.0009,1.6664
8859,2910196,60.30,506,12,-0.0009,1.6664
8860,2910264,6.60,68,1,0.0021,1.0503
8861,2911291,125.00,1027,26,0.0021,1.0503
8862,2911413,12.90,122,2,0.0021,1.0503
8863,2912891,180.90,1478,38,0.0020,1.2276
8864,2913562,81.30,671,17,0.0020,1.2276
8865,2914213,78.40,651,16,0.0020,1.2276
8866,2917429,396.10,3216,84,-0.0002,0.0792
8867,2918572,139.30,1143,29,-0.0011,0.6416
8868,2918714,15.80,142,3,-0.0011,0.6416
8869,2918836,12.90,122,2,-0.0011,0.6416
8870,2919833,121.10,997,25,-0.0011,0.6416
8871,2920448,73.90,615,15,-0.0011,0.6416
8872,2923663,396.00,3215,84,0.0010,0.1057
8873,2925577,235.30,1914,50,-0.0018,0.6283
8874,2926462,107.20,885,22,-0.0018,0.6283
8875,2927643,144.00,1181,30,-0.0005,0.8962
8876,2928104,54.90,461,11,-0.0005,0.8962
8877,2929243,138.90,1139,29,0.0011,0.6995
8878,2931060,222.90,1817,47,0.0008,0.2523
8879,2931225,18.10,165,3,0.0008,0.2523
8880,2931884,79.20,659,16,0.0008,0.2523
8881,2932910,124.90,1026,26,0.0007,1.6641
8882,2933413,60.00,503,12,0.0007,1.6641
8883,2934855,176.40,1442,37,-0.0012,0.7905
8884,2935881,124.90,1026,26,-0.0012,0.7905
8885,2936047,18.20,166,3,-0.0012,0.7905
8886,2937755,209.30,1708,44,-0.0019,1.1146
8887,2938145,46.00,390,9,-0.0019,1.1146
8888,2941740,443.00,3595,94,0.0040,0.0376
8889,2943866,261.00,2126,55,0.0009,0.6331
8890,2944029,17.90,163,3,0.0009,0.6331
8891,2947186,389.30,3157,83,0.0007,0.0313
8892,2947502,36.80,316,7,0.0007,0.0313
8893,2948044,64.80,542,13,0.0007,0.0313
8894,2948248,22.90,204,4,0.0007,0.0313
8895,2948317,6.70,69,1,0.0007,0.0313
8896,2948839,62.80,522,13,0.0007,0.0313
8897,2948927,8.60,88,1,0.0007,0.0313
8898,2949056,13.60,129,2,0.0007,0.0313
8899,2950179,137.30,1123,29,-0.0039,3.4023
8900,2950473,34.60,294,7,-0.0039,3.4023
8901,2950579,11.30,106,2,-0.0039,3.4023
8902,2951153,68.90,574,14,-0.0039,3.4023
8903,2952124,118.50,971,25,-0.0029,1.7915
8904,2953683,190.80,1559,40,0.0004,0.6617
8905,2954596,110.90,913,23,0.0004,0.6617
8906,2957395,344.50,2799,73,0.0016,0.0336
8907,2957450,4.40,55,0,0.0016,0.0336
8908,2957952,59.90,502,12,0.0016,0.0336
8909,2958008,4.50,56,0,0.0016,0.0336
8910,2958174,18.20,166,3,0.0016,0.0336
8911,2958272,10.50,98,2,0.0016,0.0336
8912,2959644,167.60,1372,35,-0.0048,2.5468
8913,2960416,93.20,772,19,-0.0048,2.5468
8914,2962543,261.10,2127,55,0.0003,0.9332
8915,2962779,27.00,236,5,0.0003,0.9332
8916,2964939,265.30,2160,56,-0.0003,0.9697
8917,2966651,209.70,1712,44,0.0008,0.6046
8918,2969094,300.80,2443,64,0.0004,0.5353
8919,2970217,137.30,1123,29,0.0004,0.5418
8920,2970840,74.70,623,15,0.0004,0.5418
8921,2971532,83.40,692,17,0.0004,0.5418
8922,2976061,558.90,4529,119,0.0019,0.0435
8923,2979877,470.50,3816,100,0.0023,0.0122
8924,2982044,266.00,2167,56,-0.0027,0.4417
8925,2982112,6.60,68,1,-0.0027,0.4417
8926,2983477,166.90,1365,35,-0.0027,0.4417
8927,2984338,104.80,861,22,-0.0017,1.5712
8928,2985028,83.20,690,17,-0.0017,1.5712
8929,2985098,6.80,70,1,-0.0017,1.5712
8930,2988243,387.20,3145,82,0.0032,0.0356
8931,2989385,139.20,1142,29,0.0032,0.0356
8932,2989553,18.40,168,3,0.0032,0.0356
8933,2990260,85.80,707,18,-0.0028,1.5475
8934,2990617,41.80,357,8,-0.0028,1.5475
8935,2991304,82.90,687,17,-0.0028,1.5475
8936,2991938,76.70,634,16,-0.0028,1.5475
8937,2992363,50.40,425,10,-0.0016,1.6385
8938,2993014,78.40,651,16,-0.0016,1.6385
8939,2995931,359.00,2917,76,-0.0028,1.2417
8940,2996130,22.40,199,4,-0.0028,1.2417
8941,3000484,536.90,4354,114,0.0005,0.0154
8942,3000719,26.90,235,5,0.0005,0.0154
8943,3002199,181.10,1480,38,0.0005,0.0154
8944,3005372,390.90,3173,83,0.0023,0.0447
8945,3011221,722.40,5849,154,0.0012,0.0150
8946,3013919,332.60,2698,71,-0.0022,0.6968
8947,3018265,536.10,4346,114,0.0017,0.0186
8948,3018663,46.80,398,9,0.0017,0.0186
8949,3018834,18.70,171,3,-0.0014,1.0528
8950,3020057,149.10,1223,31,-0.0014,1.0528
8951,3021202,139.50,1145,29,0.0099,1.0292
8952,3023287,256.00,2085,54,0.0017,0.7642
8953,3023353,6.40,66,1,0.0017,0.7642
8954,3023407,4.30,54,0,0.0017,0.7642
8955,3023609,22.70,202,4,0.0017,0.7642
8956,3024307,84.00,698,17,0.0017,0.7642
8957,3025114,97.60,807,20,-0.0022,2.6059
8958,3027046,237.10,1932,50,-0.0002,0.5788
8959,3028076,125.30,1030,26,-0.0002,0.5788
8960,3028918,102.00,842,21,-0.0002,0.5788
8961,3029154,27.00,236,5,-0.0007,1.5557
8962,3029811,79.00,657,16,-0.0007,1.5557
8963,3029900,8.70,89,1,-0.0007,1.5557
8964,3030289,45.90,389,9,-0.0007,1.5557
8965,3034068,465.90,3779,99,0.0016,0.1524
8966,3034118,3.90,50,0,0.0016,0.1524
8967,3037558,423.90,3440,90,0.0016,0.0576
8968,3038780,149.00,1222,31,0.0016,0.0576
8969,3040375,195.30,1595,41,-0.0001,0.9120
8970,3040691,36.80,316,7,-0.0001,0.9120
8971,3041306,73.90,615,15,0.0014,1.2167
8972,3041392,8.40,86,1,0.0014,1.2167
8973,3041555,17.90,163,3,0.0014,1.2167
8974,3043831,279.60,2276,59,-0.0010,1.3883
8975,3044824,120.70,993,25,-0.0010,1.3883
8976,3045043,25.30,219,5,-0.0010,1.3883
8977,3046259,148.40,1216,31,-0.0010,1.6786
8978,3046458,22.40,199,4,-0.0010,1.6786
8979,3046927,55.70,469,11,-0.0010,1.6786
8980,3047317,46.00,390,9,-0.0010,1.6786
8981,3050812,431.20,3495,92,0.0024,0.0717
8982,3051221,48.80,409,10,0.0024,0.0717
8983,3051440,25.30,219,5,0.0024,0.0717
8984,3051562,12.90,122,2,-0.0010,1.4805
8985,3052988,174.80,1426,37,-0.0010,1.4805
8986,3054963,242.30,1975,51,-0.0008,0.8974
8987,3055295,39.30,332,8,-0.0008,0.8974
8988,3055348,4.20,53,0,-0.0008,0.8974
8989,3057504,264.90,2156,56,-0.0018,1.4556
8990,3059177,204.90,1673,43,0.0045,0.6413
8991,3059658,57.80,481,12,0.0045,0.6413
8992,3060631,118.70,973,25,0.0006,1.0471
8993,3061777,139.60,1146,29,0.0001,0.5914
8994,3061942,18.10,165,3,0.0001,0.5914
8995,3064776,348.90,2834,74,-0.0009,0.9210
8996,3064881,11.20,105,2,-0.0009,0.9210
8997,3065289,48.70,408,10,-0.0009,0.9210
8998,3066767,180.90,1478,38,-0.0014,1.5927
8999,3073201,795.30,6434,170,0.0054,0.0120
9000,3075552,288.90,2351,61,-0.0003,0.6107
9001,3083193,944.80,7641,202,0.0007,0.0085
9002,3088967,713.10,5774,152,0.0024,0.0083
9003,3089299,39.30,332,8,0.0024,0.0083
9004,3089649,41.10,350,8,0.0024,0.0083
9005,3089812,17.90,163,3,0.0024,0.0083
9006,3091012,146.80,1200,31,-0.0027,2.2640
9007,3092908,232.60,1896,49,-0.0007,0.6919
9008,3093050,15.80,142,3,-0.0007,0.6919
9009,3093382,39.30,332,8,-0.0007,0.6919
9010,3094073,83.30,691,17,-0.0007,0.6919
9011,3094575,59.90,502,12,-0.0028,1.7681
9012,3094793,25.20,218,5,-0.0028,1.7681
9013,3095339,65.20,546,13,-0.0028,1.7681
9014,3097502,265.60,2163,56,-0.0013,1.5294
9015,3097556,4.30,54,0,-0.0013,1.5294
9016,3097684,13.50,128,2,-0.0013,1.5294
9017,3102232,561.70,4548,120,0.0011,0.0394
9018,3103093,104.80,861,22,0.0012,0.5635
9019,3105219,261.00,2126,55,0.0001,0.6061
9020,3105608,45.90,389,9,0.0001,0.6061
9021,3106618,123.30,1010,26,0.0001,0.6061
9022,3108024,171.90,1406,36,-0.0008,1.4410
9023,3109938,235.30,1914,50,-0.0013,0.5587
9024,3112773,349.00,2835,74,0.0057,0.5124
9025,3112823,3.90,50,0,0.0057,0.5124
9026,3112909,8.40,86,1,0.0057,0.5124
9027,3112964,4.40,55,0,-0.0016,1.0552
9028,3116218,400.80,3254,85,-0.0005,0.2978
9029,3117513,158.10,1295,33,-0.0003,0.4722
9030,3117565,4.10,52,0,-0.0003,0.4722
9031,3118106,64.70,541,13,-0.0003,0.4722
9032,3118164,4.70,58,0,-0.0003,0.4722
9033,3118327,17.90,163,3,-0.0003,0.4722
9034,3119356,125.20,1029,26,-0.0048,2.3821
9035,3119558,22.70,202,4,-0.0048,2.3821
9036,3122094,311.90,2536,66,-0.0018,1.1781
9037,3123500,171.90,1406,36,-0.0015,0.6399
9038,3123778,32.10,278,6,-0.0015,0.6399
9039,3124206,50.70,428,10,-0.0015,0.6399
9040,3124521,36.70,315,7,-0.0015,0.6399
9041,3128413,479.90,3892,102,0.0028,0.0597
9042,3129780,167.10,1367,35,-0.0008,0.5703
9043,3132841,377.00,3061,80,-0.0010,0.5207
9044,3133756,111.10,915,23,-0.0014,0.6516
9045,3138905,636.20,5149,136,0.0002,0.0561
9046,3139409,60.10,504,12,0.0002,0.0561
9047,3141965,314.80,2556,67,-0.0045,0.0415
9048,3142355,46.00,390,9,-0.0045,0.0415
9049,3142425,6.80,70,1,-0.0045,0.0415
9050,3142660,26.90,235,5,-0.0045,0.0415
9051,3143217,67.20,557,14,-0.0045,0.0415
9052,3143513,34.80,296,7,-0.0045,0.0415
9053,3143974,54.90,461,11,0.0004,2.6373
9054,3144060,8.40,86,1,0.0004,2.6373
9055,3145086,124.90,1026,26,0.0004,2.6373
9056,3145475,45.90,389,9,0.0004,2.6373
9057,3145638,17.90,163,3,0.0004,2.6373
9058,3146950,160.70,1312,34,-0.0018,1.8623
