episode,timestep,reward,length,score,pg_loss,v_loss
1833,190369,23.20,207,4,0.0007,1.6498
1834,190568,22.40,199,4,-0.0013,1.6403
1835,190997,50.80,429,10,-0.0013,1.6403
1836,191083,8.40,86,1,-0.0013,1.6403
1837,191332,29.20,249,6,-0.0013,1.6403
1838,191454,12.90,122,2,-0.0013,1.6403
1839,191577,13.00,123,2,-0.0013,1.6403
1840,191925,40.90,348,8,-0.0013,1.6403
1841,192160,26.90,235,5,-0.0013,1.6403
1842,192359,22.40,199,4,-0.0013,1.6403
1843,192447,8.60,88,1,-0.0013,1.6403
1844,192544,9.50,97,2,0.0003,1.0560
1845,192631,8.50,87,1,0.0003,1.0560
1846,192681,3.90,50,0,0.0003,1.0560
1847,192887,23.10,206,4,0.0003,1.0560
1848,192976,8.70,89,1,0.0003,1.0560
1849,193062,8.40,86,1,0.0003,1.0560
1850,193225,17.90,163,3,0.0003,1.0560
1851,193311,8.40,86,1,0.0003,1.0560
1852,193433,12.90,122,2,0.0003,1.0560
1853,193555,12.90,122,2,0.0003,1.0560
1854,193677,12.90,122,2,0.0003,1.0560
1855,193916,27.30,239,5,0.0003,1.0560
1856,194038,12.90,122,2,0.0003,1.0560
1857,194124,8.40,86,1,0.0003,1.0560
1858,194369,27.90,245,5,0.0003,1.0560
1859,194681,36.40,312,7,0.0013,2.3266
1860,194803,12.90,122,2,0.0013,2.3266
1861,195151,40.90,348,8,0.0013,2.3266
1862,195351,22.50,200,4,0.0013,2.3266
1863,195450,10.60,99,2,0.0013,2.3266
1864,195572,12.90,122,2,0.0013,2.3266
1865,195658,8.40,86,1,0.0013,2.3266
1866,195744,8.40,86,1,0.0013,2.3266
1867,196150,48.50,406,10,0.0013,2.3266
1868,196313,17.90,163,3,0.0013,2.3266
1869,197421,134.90,1108,28,0.0008,1.4929
1870,197518,9.50,97,2,0.0008,1.4929
1871,197604,8.40,86,1,0.0008,1.4929
1872,197839,26.90,235,5,0.0008,1.4929
1873,197925,8.40,86,1,0.0008,1.4929
1874,198273,40.90,348,8,0.0008,1.4929
1875,198436,17.90,163,3,0.0008,1.4929
1876,198522,8.40,86,1,0.0008,1.4929
1877,198587,6.30,65,1,0.0008,1.4929
1878,198727,15.60,140,3,0.0045,1.6332
1879,198813,8.40,86,1,0.0045,1.6332
1880,199012,22.40,199,4,0.0045,1.6332
1881,199247,26.90,235,5,0.0045,1.6332
1882,199340,9.10,93,1,0.0045,1.6332
1883,199439,10.60,99,2,0.0045,1.6332
1884,199578,15.50,139,3,0.0045,1.6332
1885,199664,8.40,86,1,0.0045,1.6332
1886,199752,8.60,88,1,0.0045,1.6332
1887,199951,22.40,199,4,0.0045,1.6332
1888,200073,12.90,122,2,0.0045,1.6332
1889,200359,32.90,286,6,0.0045,1.6332
1890,200481,12.90,122,2,0.0045,1.6332
1891,200883,48.10,402,10,0.0035,2.1139
1892,201011,13.50,128,2,0.0035,2.1139
1893,201178,18.30,167,3,0.0035,2.1139
1894,201377,22.40,199,4,0.0035,2.1139
1895,201576,22.40,199,4,0.0035,2.1139
1896,201811,26.90,235,5,0.0035,2.1139
1897,201897,8.40,86,1,0.0035,2.1139
1898,201983,8.40,86,1,0.0035,2.1139
1899,202074,8.90,91,1,0.0035,2.1139
1900,202422,40.90,348,8,0.0035,2.1139
1901,202544,12.90,122,2,0.0035,2.1139
1902,202630,8.40,86,1,0.0035,2.1139
1903,202763,14.00,133,3,0.0018,1.9345
1904,202885,12.90,122,2,0.0018,1.9345
1905,203121,27.00,236,5,0.0018,1.9345
1906,203243,12.90,122,2,0.0018,1.9345
1907,203411,18.40,168,3,0.0018,1.9345
1908,203610,22.40,199,4,0.0018,1.9345
1909,203671,5.00,61,1,0.0018,1.9345
1910,203761,8.80,90,1,0.0018,1.9345
1911,204045,32.70,284,6,0.0018,1.9345
1912,204131,8.40,86,1,0.0018,1.9345
1913,204366,26.90,235,5,0.0018,1.9345
1914,204678,36.40,312,7,0.0018,1.9345
1915,204800,12.90,122,2,0.0018,1.9345
1916,204889,8.70,89,1,0.0039,2.3426
1917,204995,11.30,106,2,0.0039,2.3426
1918,205081,8.40,86,1,0.0039,2.3426
1919,205252,18.70,171,3,0.0039,2.3426
1920,205302,3.90,50,0,0.0039,2.3426
1921,205388,8.40,86,1,0.0039,2.3426
1922,205632,27.80,244,5,0.0039,2.3426
1923,205878,28.00,246,5,0.0039,2.3426
1924,205964,8.40,86,1,0.0039,2.3426
1925,206579,73.90,615,15,0.0039,2.3426
1926,206701,12.90,122,2,0.0039,2.3426
1927,206833,13.90,132,2,0.0039,2.3426
1928,207145,36.40,312,7,-0.0024,1.9487
1929,207267,12.90,122,2,-0.0024,1.9487
1930,207467,22.50,200,4,-0.0024,1.9487
1931,207593,13.30,126,2,-0.0024,1.9487
1932,207834,27.50,241,5,-0.0024,1.9487
1933,208146,36.40,312,7,-0.0024,1.9487
1934,208575,50.80,429,10,-0.0024,1.9487
1935,208661,8.40,86,1,-0.0024,1.9487
1936,208973,36.40,312,7,0.0026,1.6319
1937,209362,45.90,389,9,0.0026,1.6319
1938,209525,17.90,163,3,0.0026,1.6319
1939,209652,13.40,127,2,0.0026,1.6319
1940,209855,22.80,203,4,0.0026,1.6319
1941,210090,26.90,235,5,0.0026,1.6319
1942,210253,17.90,163,3,0.0026,1.6319
1943,210339,8.40,86,1,0.0026,1.6319
1944,210574,26.90,235,5,0.0026,1.6319
1945,210696,12.90,122,2,0.0026,1.6319
1946,210818,12.90,122,2,0.0026,1.6319
1947,210940,12.90,122,2,0.0026,1.6319
1948,211026,8.40,86,1,0.0030,2.0475
1949,211225,22.40,199,4,0.0030,2.0475
1950,211314,8.70,89,1,0.0030,2.0475
1951,211491,20.20,177,4,0.0030,2.0475
1952,211577,8.40,86,1,0.0030,2.0475
1953,211776,22.40,199,4,0.0030,2.0475
1954,211862,8.40,86,1,0.0030,2.0475
1955,212097,26.90,235,5,0.0030,2.0475
1956,212296,22.40,199,4,0.0030,2.0475
1957,212399,11.00,103,2,0.0030,2.0475
1958,212566,18.30,167,3,0.0030,2.0475
1959,212660,9.20,94,1,0.0030,2.0475
1960,212759,10.60,99,2,0.0030,2.0475
1961,212846,8.50,87,1,0.0030,2.0475
1962,212968,12.90,122,2,0.0030,2.0475
1963,213025,4.60,57,0,-0.0004,2.1808
1964,213079,4.30,54,0,-0.0004,2.1808
1965,213165,8.40,86,1,-0.0004,2.1808
1966,213590,50.40,425,10,-0.0004,2.1808
1967,213789,22.40,199,4,-0.0004,2.1808
1968,213875,8.40,86,1,-0.0004,2.1808
1969,213968,9.10,93,1,-0.0004,2.1808
1970,214280,36.40,312,7,-0.0004,2.1808
1971,214335,4.40,55,0,-0.0004,2.1808
1972,214457,12.90,122,2,-0.0004,2.1808
1973,214656,22.40,199,4,-0.0004,2.1808
1974,214855,22.40,199,4,-0.0004,2.1808
1975,214980,13.20,125,2,-0.0004,2.1808
1976,215066,8.40,86,1,-0.0014,2.1695
1977,215378,36.40,312,7,-0.0014,2.1695
1978,215464,8.40,86,1,-0.0014,2.1695
1979,215550,8.40,86,1,-0.0014,2.1695
1980,215870,37.20,320,7,-0.0014,2.1695
1981,215936,6.40,66,1,-0.0014,2.1695
1982,216212,31.90,276,6,-0.0014,2.1695
1983,216298,8.40,86,1,-0.0014,2.1695
1984,216384,8.40,86,1,-0.0014,2.1695
1985,216619,26.90,235,5,-0.0014,2.1695
1986,216741,12.90,122,2,-0.0014,2.1695
1987,216827,8.40,86,1,-0.0014,2.1695
1988,217292,55.30,465,11,-0.0000,1.9362
1989,217640,40.90,348,8,-0.0000,1.9362
1990,217840,22.50,200,4,-0.0000,1.9362
1991,217962,12.90,122,2,-0.0000,1.9362
1992,218053,8.90,91,1,-0.0000,1.9362
1993,218175,12.90,122,2,-0.0000,1.9362
1994,218523,40.90,348,8,-0.0000,1.9362
1995,218615,9.00,92,1,-0.0000,1.9362
1996,218701,8.40,86,1,-0.0000,1.9362
1997,218864,17.90,163,3,-0.0000,1.9362
1998,218986,12.90,122,2,-0.0000,1.9362
1999,219185,22.40,199,4,0.0019,2.1319
2000,219271,8.40,86,1,0.0019,2.1319
2001,219401,13.70,130,2,0.0019,2.1319
2002,219491,8.80,90,1,0.0019,2.1319
2003,219613,12.90,122,2,0.0019,2.1319
2004,219776,17.90,163,3,0.0019,2.1319
2005,219862,8.40,86,1,0.0019,2.1319
2006,219924,6.00,62,1,0.0019,2.1319
2007,220016,9.00,92,1,0.0019,2.1319
2008,220235,25.30,219,5,0.0019,2.1319
2009,220473,27.20,238,5,0.0019,2.1319
2010,220595,12.90,122,2,0.0019,2.1319
2011,220913,37.00,318,7,0.0019,2.1319
2012,221035,12.90,122,2,0.0019,2.1319
2013,221157,12.90,122,2,0.0019,2.1319
2014,221243,8.40,86,1,0.0029,1.5727
2015,221365,12.90,122,2,0.0029,1.5727
2016,221487,12.90,122,2,0.0029,1.5727
2017,221835,40.90,348,8,0.0029,1.5727
2018,222012,20.20,177,4,0.0029,1.5727
2019,222324,36.40,312,7,0.0029,1.5727
2020,222604,32.30,280,6,0.0029,1.5727
2021,222803,22.40,199,4,0.0029,1.5727
2022,223038,26.90,235,5,0.0029,1.5727
2023,223160,12.90,122,2,0.0029,1.5727
2024,223221,5.00,61,1,0.0029,1.5727
2025,223395,19.00,174,3,0.0042,2.0582
2026,223483,8.60,88,1,0.0042,2.0582
2027,223726,27.70,243,5,0.0042,2.0582
2028,224303,69.20,577,14,0.0042,2.0582
2029,224389,8.40,86,1,0.0042,2.0582
2030,224475,8.40,86,1,0.0042,2.0582
2031,224564,8.70,89,1,0.0042,2.0582
2032,224686,12.90,122,2,0.0042,2.0582
2033,224808,12.90,122,2,0.0042,2.0582
2034,224894,8.40,86,1,0.0042,2.0582
2035,225021,13.40,127,2,0.0042,2.0582
2036,225184,17.90,163,3,0.0042,2.0582
2037,225395,23.60,211,5,-0.0015,2.1362
2038,225630,26.90,235,5,-0.0015,2.1362
2039,225829,22.40,199,4,-0.0015,2.1362
2040,225952,13.00,123,2,-0.0015,2.1362
2041,226683,88.20,731,18,-0.0015,2.1362
2042,226806,13.00,123,2,-0.0015,2.1362
2043,227118,36.40,312,7,-0.0015,2.1362
2044,227240,12.90,122,2,-0.0015,2.1362
2045,227326,8.40,86,1,-0.0015,2.1362
2046,227638,36.40,312,7,0.0014,1.7023
2047,228073,51.40,435,10,0.0014,1.7023
2048,228308,26.90,235,5,0.0014,1.7023
2049,228430,12.90,122,2,0.0014,1.7023
2050,228516,8.40,86,1,0.0014,1.7023
2051,228586,6.80,70,1,0.0014,1.7023
2052,228785,22.40,199,4,0.0014,1.7023
2053,228948,17.90,163,3,0.0014,1.7023
2054,229153,23.00,205,4,0.0014,1.7023
2055,229239,8.40,86,1,0.0014,1.7023
2056,229777,64.40,538,13,0.0043,1.4303
2057,229904,13.40,127,2,0.0043,1.4303
2058,229935,2.00,31,0,0.0043,1.4303
2059,230211,31.90,276,6,0.0043,1.4303
2060,230333,12.90,122,2,0.0043,1.4303
2061,230455,12.90,122,2,0.0043,1.4303
2062,230710,29.80,255,6,0.0043,1.4303
2063,230796,8.40,86,1,0.0043,1.4303
2064,231123,38.80,327,8,0.0043,1.4303
2065,231209,8.40,86,1,0.0043,1.4303
2066,231331,12.90,122,2,0.0043,1.4303
2067,231427,9.40,96,1,0.0006,2.4151
2068,231549,12.90,122,2,0.0006,2.4151
2069,231580,2.00,31,0,0.0006,2.4151
2070,232005,50.40,425,10,0.0006,2.4151
2071,232062,4.60,57,0,0.0006,2.4151
2072,232121,4.80,59,0,0.0006,2.4151
2073,232180,4.80,59,0,0.0006,2.4151
2074,232587,48.60,407,10,0.0006,2.4151
2075,232618,2.00,31,0,0.0006,2.4151
2076,232704,8.40,86,1,0.0006,2.4151
2077,232790,8.40,86,1,0.0006,2.4151
2078,232967,20.20,177,4,0.0006,2.4151
2079,232998,2.00,31,0,0.0006,2.4151
2080,233197,22.40,199,4,0.0006,2.4151
2081,233283,8.40,86,1,0.0006,2.4151
2082,233347,6.20,64,1,0.0006,2.4151
2083,233513,18.20,166,3,-0.0058,3.4479
2084,233601,8.60,88,1,-0.0058,3.4479
2085,233687,8.40,86,1,-0.0058,3.4479
2086,234084,46.70,397,9,-0.0058,3.4479
2087,234206,12.90,122,2,-0.0058,3.4479
2088,234413,23.20,207,4,-0.0058,3.4479
2089,234499,8.40,86,1,-0.0058,3.4479
2090,234585,8.40,86,1,-0.0058,3.4479
2091,234784,22.40,199,4,-0.0058,3.4479
2092,234842,4.70,58,0,-0.0058,3.4479
2093,234873,2.00,31,0,-0.0058,3.4479
2094,234959,8.40,86,1,-0.0058,3.4479
2095,235055,9.40,96,1,-0.0058,3.4479
2096,235254,22.40,199,4,-0.0058,3.4479
2097,235462,23.30,208,4,-0.0058,3.4479
2098,235636,19.00,174,3,-0.0025,2.3419
2099,235948,36.40,312,7,-0.0025,2.3419
2100,236190,27.60,242,5,-0.0025,2.3419
2101,236279,8.70,89,1,-0.0025,2.3419
2102,236820,64.70,541,13,-0.0025,2.3419
2103,236888,6.60,68,1,-0.0025,2.3419
2104,236974,8.40,86,1,-0.0025,2.3419
2105,237209,26.90,235,5,-0.0025,2.3419
2106,237298,8.70,89,1,-0.0025,2.3419
2107,237384,8.40,86,1,-0.0025,2.3419
2108,237506,12.90,122,2,-0.0025,2.3419
2109,237576,6.80,70,1,0.0012,2.1833
2110,237698,12.90,122,2,0.0012,2.1833
2111,238046,40.90,348,8,0.0012,2.1833
2112,238209,17.90,163,3,0.0012,2.1833
2113,238408,22.40,199,4,0.0012,2.1833
2114,238571,17.90,163,3,0.0012,2.1833
2115,238741,18.60,170,3,0.0012,2.1833
2116,238976,26.90,235,5,0.0012,2.1833
2117,239062,8.40,86,1,0.0012,2.1833
2118,239225,17.90,163,3,0.0012,2.1833
2119,239311,8.40,86,1,0.0012,2.1833
2120,239397,8.40,86,1,0.0012,2.1833
2121,239519,12.90,122,2,0.0012,2.1833
2122,239722,22.80,203,4,-0.0009,1.9251
2123,239783,5.00,61,1,-0.0009,1.9251
2124,239874,8.90,91,1,-0.0009,1.9251
2125,239960,8.40,86,1,-0.0009,1.9251
2126,239991,2.00,31,0,-0.0009,1.9251
2127,240203,24.60,212,5,-0.0009,1.9251
2128,240325,12.90,122,2,-0.0009,1.9251
2129,240415,8.80,90,1,-0.0009,1.9251
2130,240537,12.90,122,2,-0.0009,1.9251
2131,240607,6.80,70,1,-0.0009,1.9251
2132,240666,4.80,59,0,-0.0009,1.9251
2133,240788,12.90,122,2,-0.0009,1.9251
2134,240951,17.90,163,3,-0.0009,1.9251
2135,241044,9.10,93,1,-0.0009,1.9251
2136,241142,10.50,98,2,-0.0009,1.9251
2137,241228,8.40,86,1,-0.0009,1.9251
2138,241314,8.40,86,1,-0.0009,1.9251
2139,241484,18.60,170,3,-0.0009,1.9251
2140,241606,12.90,122,2,-0.0009,1.9251
2141,241692,8.40,86,1,-0.0067,2.6118
2142,241855,17.90,163,3,-0.0067,2.6118
2143,241941,8.40,86,1,-0.0067,2.6118
2144,242027,8.40,86,1,-0.0067,2.6118
2145,242262,26.90,235,5,-0.0067,2.6118
2146,242384,12.90,122,2,-0.0067,2.6118
2147,242470,8.40,86,1,-0.0067,2.6118
2148,242603,14.00,133,3,-0.0067,2.6118
2149,242915,36.40,312,7,-0.0067,2.6118
2150,243037,12.90,122,2,-0.0067,2.6118
2151,243172,15.10,135,3,-0.0067,2.6118
2152,243371,22.40,199,4,-0.0067,2.6118
2153,243796,50.40,425,10,0.0028,1.6034
2154,243882,8.40,86,1,0.0028,1.6034
2155,243913,2.00,31,0,0.0028,1.6034
2156,244035,12.90,122,2,0.0028,1.6034
2157,244121,8.40,86,1,0.0028,1.6034
2158,244320,22.40,199,4,0.0028,1.6034
2159,244599,32.20,279,6,0.0028,1.6034
2160,244685,8.40,86,1,0.0028,1.6034
2161,244807,12.90,122,2,0.0028,1.6034
2162,244893,8.40,86,1,0.0028,1.6034
2163,244979,8.40,86,1,0.0028,1.6034
2164,245214,26.90,235,5,0.0028,1.6034
2165,245300,8.40,86,1,0.0028,1.6034
2166,245422,12.90,122,2,0.0028,1.6034
2167,245621,22.40,199,4,0.0028,1.6034
2168,245820,22.40,199,4,0.0026,1.7137
2169,246358,64.40,538,13,0.0026,1.7137
2170,246480,12.90,122,2,0.0026,1.7137
2171,246679,22.40,199,4,0.0026,1.7137
2172,246881,22.70,202,4,0.0026,1.7137
2173,247306,50.40,425,10,0.0026,1.7137
2174,247505,22.40,199,4,0.0026,1.7137
2175,247627,12.90,122,2,0.0026,1.7137
2176,248204,69.20,577,14,0.0009,1.4543
2177,248382,20.30,178,4,0.0009,1.4543
2178,248587,23.00,205,4,0.0009,1.4543
2179,248676,8.70,89,1,0.0009,1.4543
2180,248800,13.10,124,2,0.0009,1.4543
2181,248850,3.90,50,0,0.0009,1.4543
2182,248972,12.90,122,2,0.0009,1.4543
2183,249094,12.90,122,2,0.0009,1.4543
2184,249180,8.40,86,1,0.0009,1.4543
2185,249266,8.40,86,1,0.0009,1.4543
2186,249316,3.90,50,0,0.0009,1.4543
2187,249405,8.70,89,1,0.0009,1.4543
2188,249491,8.40,86,1,0.0009,1.4543
2189,249613,12.90,122,2,0.0009,1.4543
2190,249735,12.90,122,2,0.0009,1.4543
2191,249785,3.90,50,0,0.0009,1.4543
2192,249909,13.10,124,2,-0.0058,2.8107
2193,250144,26.90,235,5,-0.0058,2.8107
2194,250326,20.70,182,4,-0.0058,2.8107
2195,250412,8.40,86,1,-0.0058,2.8107
2196,250647,26.90,235,5,-0.0058,2.8107
2197,250778,13.80,131,2,-0.0058,2.8107
2198,250874,9.40,96,1,-0.0058,2.8107
2199,251167,34.50,293,7,-0.0058,2.8107
2200,251256,8.70,89,1,-0.0058,2.8107
2201,251345,8.70,89,1,-0.0058,2.8107
2202,251467,12.90,122,2,-0.0058,2.8107
2203,251632,18.10,165,3,-0.0058,2.8107
2204,251754,12.90,122,2,-0.0058,2.8107
2205,252215,54.90,461,11,0.0029,2.0552
2206,252355,15.60,140,3,0.0029,2.0552
2207,252677,37.40,322,7,0.0029,2.0552
2208,252765,8.60,88,1,0.0029,2.0552
2209,253452,82.90,687,17,0.0029,2.0552
2210,253687,26.90,235,5,0.0029,2.0552
2211,253853,18.20,166,3,0.0029,2.0552
2212,254278,50.40,425,10,-0.0005,1.8189
2213,254364,8.40,86,1,-0.0005,1.8189
2214,254567,22.80,203,4,-0.0005,1.8189
2215,254748,20.60,181,4,-0.0005,1.8189
2216,254842,9.20,94,1,-0.0005,1.8189
2217,255154,36.40,312,7,-0.0005,1.8189
2218,255240,8.40,86,1,-0.0005,1.8189
2219,255271,2.00,31,0,-0.0005,1.8189
2220,255470,22.40,199,4,-0.0005,1.8189
2221,255592,12.90,122,2,-0.0005,1.8189
2222,255679,8.50,87,1,-0.0005,1.8189
2223,255860,20.60,181,4,-0.0005,1.8189
2224,255946,8.40,86,1,-0.0005,1.8189
2225,256068,12.90,122,2,0.0016,1.5606
2226,256190,12.90,122,2,0.0016,1.5606
2227,256312,12.90,122,2,0.0016,1.5606
2228,256624,36.40,312,7,0.0016,1.5606
2229,257049,50.40,425,10,0.0016,1.5606
2230,257212,17.90,163,3,0.0016,1.5606
2231,257298,8.40,86,1,0.0016,1.5606
2232,257329,2.00,31,0,0.0016,1.5606
2233,257392,6.10,63,1,0.0016,1.5606
2234,257627,26.90,235,5,0.0016,1.5606
2235,257690,6.10,63,1,0.0016,1.5606
2236,258230,64.60,540,13,0.0014,1.8819
2237,258785,67.00,555,14,0.0014,1.8819
2238,258948,17.90,163,3,0.0014,1.8819
2239,259124,20.10,176,4,0.0014,1.8819
2240,259193,6.70,69,1,0.0014,1.8819
2241,259428,26.90,235,5,0.0014,1.8819
2242,259490,6.00,62,1,0.0014,1.8819
2243,259550,4.90,60,0,0.0014,1.8819
2244,259749,22.40,199,4,0.0014,1.8819
2245,260287,64.40,538,13,-0.0028,2.3470
2246,260409,12.90,122,2,-0.0028,2.3470
2247,260495,8.40,86,1,-0.0028,2.3470
2248,260807,36.40,312,7,-0.0028,2.3470
2249,260970,17.90,163,3,-0.0028,2.3470
2250,261056,8.40,86,1,-0.0028,2.3470
2251,261178,12.90,122,2,-0.0028,2.3470
2252,261300,12.90,122,2,-0.0028,2.3470
2253,261463,17.90,163,3,-0.0028,2.3470
2254,261513,3.90,50,0,-0.0028,2.3470
2255,261646,14.00,133,3,-0.0028,2.3470
2256,261881,26.90,235,5,-0.0028,2.3470
2257,262116,26.90,235,5,-0.0028,2.3470
2258,262171,4.40,55,0,0.0015,2.2867
2259,263127,116.10,956,24,0.0015,2.2867
2260,263330,22.80,203,4,0.0015,2.2867
2261,263493,17.90,163,3,0.0015,2.2867
2262,263615,12.90,122,2,0.0015,2.2867
2263,263737,12.90,122,2,0.0015,2.2867
2264,263803,6.40,66,1,0.0015,2.2867
2265,263894,8.90,91,1,0.0015,2.2867
2266,264170,31.90,276,6,0.0015,2.2867
2267,264482,36.40,312,7,-0.0018,2.3457
2268,264532,3.90,50,0,-0.0018,2.3457
2269,264654,12.90,122,2,-0.0018,2.3457
2270,264745,8.90,91,1,-0.0018,2.3457
2271,264867,12.90,122,2,-0.0018,2.3457
2272,264933,6.40,66,1,-0.0018,2.3457
2273,265134,22.60,201,4,-0.0018,2.3457
2274,265220,8.40,86,1,-0.0018,2.3457
2275,265568,40.90,348,8,-0.0018,2.3457
2276,265690,12.90,122,2,-0.0018,2.3457
2277,265812,12.90,122,2,-0.0018,2.3457
2278,265934,12.90,122,2,-0.0018,2.3457
2279,265990,4.50,56,0,-0.0018,2.3457
2280,266189,22.40,199,4,-0.0018,2.3457
2281,266311,12.90,122,2,0.0016,2.0290
2282,266361,3.90,50,0,0.0016,2.0290
2283,266483,12.90,122,2,0.0016,2.0290
2284,266605,12.90,122,2,0.0016,2.0290
2285,266691,8.40,86,1,0.0016,2.0290
2286,266926,26.90,235,5,0.0016,2.0290
2287,267048,12.90,122,2,0.0016,2.0290
2288,267326,32.10,278,6,0.0016,2.0290
2289,267531,23.00,205,4,0.0016,2.0290
2290,267628,9.50,97,2,0.0016,2.0290
2291,267714,8.40,86,1,0.0016,2.0290
2292,267836,12.90,122,2,0.0016,2.0290
2293,267999,17.90,163,3,0.0016,2.0290
2294,268275,31.90,276,6,0.0016,2.0290
2295,268397,12.90,122,2,0.0026,2.4525
2296,268483,8.40,86,1,0.0026,2.4525
2297,268569,8.40,86,1,0.0026,2.4525
2298,268655,8.40,86,1,0.0026,2.4525
2299,268777,12.90,122,2,0.0026,2.4525
2300,268900,13.00,123,2,0.0026,2.4525
2301,269135,26.90,235,5,0.0026,2.4525
2302,269370,26.90,235,5,0.0026,2.4525
2303,269718,40.90,348,8,0.0026,2.4525
2304,269898,20.50,180,4,0.0026,2.4525
2305,269993,9.30,95,1,0.0026,2.4525
2306,270276,32.60,283,6,0.0026,2.4525
2307,270638,43.20,362,9,0.0004,1.8817
2308,270873,26.90,235,5,0.0004,1.8817
2309,270995,12.90,122,2,0.0004,1.8817
2310,271081,8.40,86,1,0.0004,1.8817
2311,271167,8.40,86,1,0.0004,1.8817
2312,271253,8.40,86,1,0.0004,1.8817
2313,271339,8.40,86,1,0.0004,1.8817
2314,271438,10.60,99,2,0.0004,1.8817
2315,271637,22.40,199,4,0.0004,1.8817
2316,271759,12.90,122,2,0.0004,1.8817
2317,271845,8.40,86,1,0.0004,1.8817
2318,272080,26.90,235,5,0.0004,1.8817
2319,272147,6.50,67,1,0.0004,1.8817
2320,272269,12.90,122,2,0.0004,1.8817
2321,272391,12.90,122,2,0.0007,1.5590
2322,272600,23.40,209,4,0.0007,1.5590
2323,272659,4.80,59,0,0.0007,1.5590
2324,272745,8.40,86,1,0.0007,1.5590
2325,272831,8.40,86,1,0.0007,1.5590
2326,272917,8.40,86,1,0.0007,1.5590
2327,273039,12.90,122,2,0.0007,1.5590
2328,273125,8.40,86,1,0.0007,1.5590
2329,273484,42.00,359,8,0.0007,1.5590
2330,273534,3.90,50,0,0.0007,1.5590
2331,273769,26.90,235,5,0.0007,1.5590
2332,273940,18.70,171,3,0.0007,1.5590
2333,274062,12.90,122,2,0.0007,1.5590
2334,274148,8.40,86,1,0.0007,1.5590
2335,274270,12.90,122,2,0.0007,1.5590
2336,274320,3.90,50,0,0.0007,1.5590
2337,274483,17.90,163,3,-0.0022,2.3856
2338,274831,40.90,348,8,-0.0022,2.3856
2339,274917,8.40,86,1,-0.0022,2.3856
2340,275229,36.40,312,7,-0.0022,2.3856
2341,275351,12.90,122,2,-0.0022,2.3856
2342,275586,26.90,235,5,-0.0022,2.3856
2343,275977,46.10,391,9,-0.0022,2.3856
2344,276890,110.90,913,23,0.0005,1.4874
2345,277060,18.60,170,3,0.0005,1.4874
2346,277259,22.40,199,4,0.0005,1.4874
2347,277345,8.40,86,1,0.0005,1.4874
2348,277469,13.10,124,2,0.0005,1.4874
2349,277594,13.20,125,2,0.0005,1.4874
2350,277680,8.40,86,1,0.0005,1.4874
2351,277895,24.90,215,5,0.0005,1.4874
2352,278171,31.90,276,6,0.0005,1.4874
2353,278259,8.60,88,1,0.0005,1.4874
2354,278345,8.40,86,1,0.0005,1.4874
2355,279092,90.70,747,19,-0.0005,2.0283
2356,279299,23.20,207,4,-0.0005,2.0283
2357,279421,12.90,122,2,-0.0005,2.0283
2358,279733,36.40,312,7,-0.0005,2.0283
2359,279862,13.60,129,2,-0.0005,2.0283
2360,280549,82.90,687,17,-0.0005,2.0283
2361,280724,19.10,175,4,0.0008,1.6591
2362,280810,8.40,86,1,0.0008,1.6591
2363,281009,22.40,199,4,0.0008,1.6591
2364,281071,6.00,62,1,0.0008,1.6591
2365,281193,12.90,122,2,0.0008,1.6591
2366,281327,15.00,134,3,0.0008,1.6591
2367,281575,29.10,248,6,0.0008,1.6591
2368,281697,12.90,122,2,0.0008,1.6591
2369,281819,12.90,122,2,0.0008,1.6591
2370,281905,8.40,86,1,0.0008,1.6591
2371,282217,36.40,312,7,0.0008,1.6591
2372,282339,12.90,122,2,0.0008,1.6591
2373,282461,12.90,122,2,0.0008,1.6591
2374,282529,6.60,68,1,0.0008,1.6591
2375,282619,8.80,90,1,0.0008,1.6591
2376,282854,26.90,235,5,0.0002,2.1425
2377,283279,50.40,425,10,0.0002,2.1425
2378,283401,12.90,122,2,0.0002,2.1425
2379,283636,26.90,235,5,0.0002,2.1425
2380,283722,8.40,86,1,0.0002,2.1425
2381,283998,31.90,276,6,0.0002,2.1425
2382,284120,12.90,122,2,0.0002,2.1425
2383,284242,12.90,122,2,0.0002,2.1425
2384,284312,6.80,70,1,0.0002,2.1425
2385,284547,26.90,235,5,0.0002,2.1425
2386,284669,12.90,122,2,0.0002,2.1425
2387,284868,22.40,199,4,0.0011,1.7952
2388,285103,26.90,235,5,0.0011,1.7952
2389,285153,3.90,50,0,0.0011,1.7952
2390,285221,6.60,68,1,0.0011,1.7952
2391,285307,8.40,86,1,0.0011,1.7952
2392,285370,6.10,63,1,0.0011,1.7952
2393,285533,17.90,163,3,0.0011,1.7952
2394,285619,8.40,86,1,0.0011,1.7952
2395,285705,8.40,86,1,0.0011,1.7952
2396,285827,12.90,122,2,0.0011,1.7952
2397,285949,12.90,122,2,0.0011,1.7952
2398,286009,4.90,60,0,0.0011,1.7952
2399,286073,6.20,64,1,0.0011,1.7952
2400,286272,22.40,199,4,0.0011,1.7952
2401,286358,8.40,86,1,0.0011,1.7952
2402,286530,18.80,172,3,0.0011,1.7952
2403,286616,8.40,86,1,0.0011,1.7952
2404,286670,4.30,54,0,0.0011,1.7952
2405,286756,8.40,86,1,0.0001,2.4242
2406,286878,12.90,122,2,0.0001,2.4242
